ENSG00000282787	RP11-151A10.3
ENSG00000180917	CMTR2
ENSG00000264247	LINC00909
ENSG00000219200	RNASEK
ENSG00000140386	SCAPER
ENSG00000106346	USP42
ENSG00000132329	RAMP1
ENSG00000136874	STX17
ENSG00000171984	C20orf196
ENSG00000181744	C3orf58
ENSG00000135775	COG2
ENSG00000071073	MGAT4A
ENSG00000072694	FCGR2B
ENSG00000125772	GPCPD1
ENSG00000073849	ST6GAL1
ENSG00000100393	EP300
ENSG00000149308	NPAT
ENSG00000267680	ZNF224
ENSG00000183111	ARHGEF37
ENSG00000231721	LINC-PINT
ENSG00000141252	VPS53
ENSG00000116685	KIAA2013
ENSG00000134109	EDEM1
ENSG00000040341	STAU2
ENSG00000148516	ZEB1
ENSG00000142002	DPP9
ENSG00000134215	VAV3
ENSG00000247271	ZBED5-AS1
ENSG00000113318	MSH3
ENSG00000071051	NCK2
ENSG00000204406	MBD5
ENSG00000123983	ACSL3
ENSG00000100027	YPEL1
ENSG00000183878	UTY
ENSG00000126860	EVI2A
ENSG00000197256	KANK2
ENSG00000157036	EXOG
ENSG00000232442	CTD-3184A7.4
ENSG00000103811	CTSH
ENSG00000228434	AC004951.6
ENSG00000263961	C1orf186
ENSG00000107771	CCSER2
ENSG00000196275	GTF2IRD2
ENSG00000176853	FAM91A1
ENSG00000100580	TMED8
ENSG00000168792	ABHD15
ENSG00000167977	KCTD5
ENSG00000166398	KIAA0355
ENSG00000154305	MIA3
ENSG00000114480	GBE1
ENSG00000229989	MIR181A1HG
ENSG00000154370	TRIM11
ENSG00000131370	SH3BP5
ENSG00000278743	RP11-707G18.1
ENSG00000011114	BTBD7
ENSG00000070190	DAPP1
ENSG00000072803	FBXW11
ENSG00000136273	HUS1
ENSG00000205056	RP11-693J15.5
ENSG00000140995	DEF8
ENSG00000144535	DIS3L2
ENSG00000213904	LIPE-AS1
ENSG00000196792	STRN3
ENSG00000142784	WDTC1
ENSG00000243156	MICAL3
ENSG00000167703	SLC43A2
ENSG00000113391	FAM172A
ENSG00000111412	C12orf49
ENSG00000181192	DHTKD1
ENSG00000101096	NFATC2
ENSG00000260278	RP11-109G23.3
ENSG00000122884	P4HA1
ENSG00000164331	ANKRA2
ENSG00000167508	MVD
ENSG00000112309	B3GAT2
ENSG00000141699	FAM134C
ENSG00000127084	FGD3
ENSG00000182606	TRAK1
ENSG00000159339	PADI4
ENSG00000159314	ARHGAP27
ENSG00000166128	RAB8B
ENSG00000148154	UGCG
ENSG00000159461	AMFR
ENSG00000162373	BEND5
ENSG00000110315	RNF141
ENSG00000139291	TMEM19
ENSG00000152689	RASGRP3
ENSG00000103642	LACTB
ENSG00000197329	PELI1
ENSG00000198743	SLC5A3
ENSG00000143322	ABL2
ENSG00000172667	ZMAT3
ENSG00000138795	LEF1
ENSG00000162520	SYNC
ENSG00000158615	PPP1R15B
ENSG00000160593	JAML
ENSG00000198563	DDX39B
ENSG00000158106	RHPN1
ENSG00000275302	CCL4
ENSG00000161405	IKZF3
ENSG00000151748	SAV1
ENSG00000260236	RP11-708J19.1
ENSG00000065923	SLC9A7
ENSG00000170919	TPT1-AS1
ENSG00000091592	NLRP1
ENSG00000163220	S100A9
ENSG00000256683	ZNF350
ENSG00000106624	AEBP1
ENSG00000235194	PPP1R3E
ENSG00000188295	ZNF669
ENSG00000100908	EMC9
ENSG00000183943	PRKX
ENSG00000085998	POMGNT1
ENSG00000212694	LINC01089
ENSG00000127946	HIP1
ENSG00000258890	CEP95
ENSG00000155903	RASA2
ENSG00000047346	FAM214A
ENSG00000204252	HLA-DOA
ENSG00000196214	ZNF766
ENSG00000100055	CYTH4
ENSG00000105085	MED26
ENSG00000181026	AEN
ENSG00000135164	DMTF1
ENSG00000150681	RGS18
ENSG00000162923	WDR26
ENSG00000133858	ZFC3H1
ENSG00000145016	RUBCN
ENSG00000111215	PRR4
ENSG00000277654	RP11-255M2.3
ENSG00000271204	RP11-138A9.1
ENSG00000131931	THAP1
ENSG00000131503	ANKHD1
ENSG00000067646	ZFY
ENSG00000204822	MRPL53
ENSG00000166405	RIC3
ENSG00000138600	SPPL2A
ENSG00000101191	DIDO1
ENSG00000184988	TMEM106A
ENSG00000156313	RPGR
ENSG00000172869	DMXL1
ENSG00000147457	CHMP7
ENSG00000116017	ARID3A
ENSG00000137267	TUBB2A
ENSG00000077458	FAM76B
ENSG00000104957	CCDC130
ENSG00000188021	UBQLN2
ENSG00000197857	ZNF44
ENSG00000081665	ZNF506
ENSG00000131016	AKAP12
ENSG00000214548	MEG3
ENSG00000198001	IRAK4
ENSG00000272501	XXbac-BPG299F13.17
ENSG00000105122	RASAL3
ENSG00000186577	C6orf1
ENSG00000033627	ATP6V0A1
ENSG00000107758	PPP3CB
ENSG00000152213	ARL11
ENSG00000142867	BCL10
ENSG00000136573	BLK
ENSG00000144645	OSBPL10
ENSG00000139826	ABHD13
ENSG00000123728	RAP2C
ENSG00000102606	ARHGEF7
ENSG00000169762	TAPT1
ENSG00000186591	UBE2H
ENSG00000112290	WASF1
ENSG00000117758	STX12
ENSG00000132522	GPS2
ENSG00000027697	IFNGR1
ENSG00000110046	ATG2A
ENSG00000130475	FCHO1
ENSG00000086062	B4GALT1
ENSG00000211892	IGHG4
ENSG00000068724	TTC7A
ENSG00000178685	PARP10
ENSG00000144711	IQSEC1
ENSG00000177721	ANXA2R
ENSG00000102984	ZNF821
ENSG00000157601	MX1
ENSG00000233864	TTTY15
ENSG00000267206	LCN6
ENSG00000160223	ICOSLG
ENSG00000109689	STIM2
ENSG00000104343	UBE2W
ENSG00000246851	RP11-544A12.8
ENSG00000150995	ITPR1
ENSG00000145012	LPP
ENSG00000160602	NEK8
ENSG00000146757	ZNF92
ENSG00000113240	CLK4
ENSG00000131759	RARA
ENSG00000198718	FAM179B
ENSG00000109929	SC5D
ENSG00000196549	MME
ENSG00000180596	HIST1H2BC
ENSG00000211896	IGHG1
ENSG00000149809	TM7SF2
ENSG00000101347	SAMHD1
ENSG00000127663	KDM4B
ENSG00000121578	B4GALT4
ENSG00000172057	ORMDL3
ENSG00000123240	OPTN
ENSG00000155744	FAM126B
ENSG00000082512	TRAF5
ENSG00000163162	RNF149
ENSG00000143614	GATAD2B
ENSG00000140829	DHX38
ENSG00000277075	HIST1H2AE
ENSG00000187231	SESTD1
ENSG00000169155	ZBTB43
ENSG00000160551	TAOK1
ENSG00000140750	ARHGAP17
ENSG00000185728	YTHDF3
ENSG00000168566	SNRNP48
ENSG00000196459	TRAPPC2
ENSG00000106404	CLDN15
ENSG00000203879	GDI1
ENSG00000129657	SEC14L1
ENSG00000167657	DAPK3
ENSG00000108960	MMD
ENSG00000250988	SNHG21
ENSG00000243279	PRAF2
ENSG00000106948	AKNA
ENSG00000235750	KIAA0040
ENSG00000011422	PLAUR
ENSG00000149483	TMEM138
ENSG00000117394	SLC2A1
ENSG00000164535	DAGLB
ENSG00000100697	DICER1
ENSG00000086102	NFX1
ENSG00000167323	STIM1
ENSG00000100532	CGRRF1
ENSG00000162852	CNST
ENSG00000112473	SLC39A7
ENSG00000158373	HIST1H2BD
ENSG00000124209	RAB22A
ENSG00000272994	RP11-332H14.2
ENSG00000135108	FBXO21
ENSG00000133818	RRAS2
ENSG00000119950	MXI1
ENSG00000120063	GNA13
ENSG00000177082	WDR73
ENSG00000107185	RGP1
ENSG00000106392	C1GALT1
ENSG00000122483	CCDC18
ENSG00000213930	GALT
ENSG00000122299	ZC3H7A
ENSG00000168884	TNIP2
ENSG00000182903	ZNF721
ENSG00000065600	TMEM206
ENSG00000134086	VHL
ENSG00000077044	DGKD
ENSG00000257275	RP11-164H13.1
ENSG00000141582	CBX4
ENSG00000104419	NDRG1
ENSG00000149231	CCDC82
ENSG00000247092	SNHG10
ENSG00000147162	OGT
ENSG00000189339	SLC35E2B
ENSG00000171456	ASXL1
ENSG00000104365	IKBKB
ENSG00000167685	ZNF444
ENSG00000169508	GPR183
ENSG00000236287	ZBED5
ENSG00000110066	KMT5B
ENSG00000137413	TAF8
ENSG00000169249	ZRSR2
ENSG00000155621	C9orf85
ENSG00000132680	KIAA0907
ENSG00000178567	EPM2AIP1
ENSG00000247516	MIR4458HG
ENSG00000011523	CEP68
ENSG00000136929	HEMGN
ENSG00000109323	MANBA
ENSG00000121552	CSTA
ENSG00000061938	TNK2
ENSG00000196476	C20orf96
ENSG00000124151	NCOA3
ENSG00000178074	C2orf69
ENSG00000165275	TRMT10B
ENSG00000155926	SLA
ENSG00000136152	COG3
ENSG00000127328	RAB3IP
ENSG00000089818	NECAP1
ENSG00000130779	CLIP1
ENSG00000155629	PIK3AP1
ENSG00000100483	VCPKMT
ENSG00000137767	SQRDL
ENSG00000015133	CCDC88C
ENSG00000139636	LMBR1L
ENSG00000143393	PI4KB
ENSG00000144674	GOLGA4
ENSG00000179523	EIF3J-AS1
ENSG00000231074	HCG18
ENSG00000159658	EFCAB14
ENSG00000177548	RABEP2
ENSG00000135870	RC3H1
ENSG00000255529	POLR2M
ENSG00000069399	BCL3
ENSG00000112972	HMGCS1
ENSG00000137845	ADAM10
ENSG00000005486	RHBDD2
ENSG00000149646	CNBD2
ENSG00000100239	PPP6R2
ENSG00000171552	BCL2L1
ENSG00000280649	AC245100.1
ENSG00000108091	CCDC6
ENSG00000131669	NINJ1
ENSG00000183354	KIAA2026
ENSG00000185432	METTL7A
ENSG00000221838	AP4M1
ENSG00000088179	PTPN4
ENSG00000204267	TAP2
ENSG00000124357	NAGK
ENSG00000011198	ABHD5
ENSG00000163874	ZC3H12A
ENSG00000257764	RP11-1143G9.4
ENSG00000151292	CSNK1G3
ENSG00000177383	MAGEF1
ENSG00000109854	HTATIP2
ENSG00000143190	POU2F1
ENSG00000119900	OGFRL1
ENSG00000214530	STARD10
ENSG00000140406	MESDC1
ENSG00000172530	BANP
ENSG00000163734	CXCL3
ENSG00000163219	ARHGAP25
ENSG00000048471	SNX29
ENSG00000175115	PACS1
ENSG00000134255	CEPT1
ENSG00000168904	LRRC28
ENSG00000171291	ZNF439
ENSG00000136840	ST6GALNAC4
ENSG00000130734	ATG4D
ENSG00000105617	LENG1
ENSG00000266094	RASSF5
ENSG00000256060	TRAPPC2P1
ENSG00000245904	RP11-796E2.4
ENSG00000197928	ZNF677
ENSG00000122042	UBL3
ENSG00000140577	CRTC3
ENSG00000154146	NRGN
ENSG00000129347	KRI1
ENSG00000142166	IFNAR1
ENSG00000113758	DBN1
ENSG00000129667	RHBDF2
ENSG00000188042	ARL4C
ENSG00000111276	CDKN1B
ENSG00000132530	XAF1
ENSG00000109103	UNC119
ENSG00000105287	PRKD2
ENSG00000153066	TXNDC11
ENSG00000068400	GRIPAP1
ENSG00000275066	SYNRG
ENSG00000176095	IP6K1
ENSG00000152818	UTRN
ENSG00000173198	CYSLTR1
ENSG00000161265	U2AF1L4
ENSG00000169660	HEXDC
ENSG00000170873	MTSS1
ENSG00000115839	RAB3GAP1
ENSG00000167565	SERTAD3
ENSG00000157045	NTAN1
ENSG00000170684	ZNF296
ENSG00000115825	PRKD3
ENSG00000239569	KMT2E-AS1
ENSG00000145632	PLK2
ENSG00000101336	HCK
ENSG00000104856	RELB
ENSG00000175482	POLD4
ENSG00000197879	MYO1C
ENSG00000135924	DNAJB2
ENSG00000068305	MEF2A
ENSG00000148803	FUOM
ENSG00000143333	RGS16
ENSG00000099958	DERL3
ENSG00000095066	HOOK2
ENSG00000116604	MEF2D
ENSG00000221869	CEBPD
ENSG00000086300	SNX10
ENSG00000198106	RP11-231C14.7
ENSG00000162298	SYVN1
ENSG00000146094	DOK3
ENSG00000121895	TMEM156
ENSG00000273748	AL592183.1
ENSG00000140563	MCTP2
ENSG00000108551	RASD1
ENSG00000205189	ZBTB10
ENSG00000198382	UVRAG
ENSG00000171791	BCL2
ENSG00000117602	RCAN3
ENSG00000122678	POLM
ENSG00000185112	FAM43A
ENSG00000237441	RGL2
ENSG00000143443	C1orf56
ENSG00000110057	UNC93B1
ENSG00000182247	UBE2E2
ENSG00000112679	DUSP22
ENSG00000271856	LINC01215
ENSG00000196781	TLE1
ENSG00000095794	CREM
ENSG00000173193	PARP14
ENSG00000020633	RUNX3
ENSG00000083642	PDS5B
ENSG00000107242	PIP5K1B
ENSG00000132842	AP3B1
ENSG00000198131	ZNF544
ENSG00000100523	DDHD1
ENSG00000100100	PIK3IP1
ENSG00000146083	RNF44
ENSG00000168067	MAP4K2
ENSG00000155111	CDK19
ENSG00000188647	PTAR1
ENSG00000119844	AFTPH
ENSG00000166411	IDH3A
ENSG00000009844	VTA1
ENSG00000068079	IFI35
ENSG00000169967	MAP3K2
ENSG00000169519	METTL15
ENSG00000223496	EXOSC6
ENSG00000126883	NUP214
ENSG00000271503	CCL5
ENSG00000196092	PAX5
ENSG00000179119	SPTY2D1
ENSG00000152457	DCLRE1C
ENSG00000165169	DYNLT3
ENSG00000204977	TRIM13
ENSG00000130222	GADD45G
ENSG00000197343	ZNF655
ENSG00000283013	RP11-511P7.5
ENSG00000189079	ARID2
ENSG00000011275	RNF216
ENSG00000159110	IFNAR2
ENSG00000197969	VPS13A
ENSG00000253352	TUG1
ENSG00000030066	NUP160
ENSG00000198218	QRICH1
ENSG00000126804	ZBTB1
ENSG00000005175	RPAP3
ENSG00000130340	SNX9
ENSG00000125741	OPA3
ENSG00000156860	FBRS
ENSG00000134516	DOCK2
ENSG00000127554	GFER
ENSG00000178252	WDR6
ENSG00000002822	MAD1L1
ENSG00000140379	BCL2A1
ENSG00000117399	CDC20
ENSG00000080822	CLDND1
ENSG00000167740	CYB5D2
ENSG00000273702	RP11-758H9.2
ENSG00000102871	TRADD
ENSG00000108587	GOSR1
ENSG00000182934	SRPRA
ENSG00000166532	RIMKLB
ENSG00000165630	PRPF18
ENSG00000221883	ARIH2OS
ENSG00000033178	UBA6
ENSG00000123091	RNF11
ENSG00000089094	KDM2B
ENSG00000204070	SYS1
ENSG00000156639	ZFAND3
ENSG00000104517	UBR5
ENSG00000183508	FAM46C
ENSG00000215717	TMEM167B
ENSG00000138670	RASGEF1B
ENSG00000165733	BMS1
ENSG00000270629	NBPF14
ENSG00000164031	DNAJB14
ENSG00000172081	MOB3A
ENSG00000108559	NUP88
ENSG00000170296	GABARAP
ENSG00000171161	ZNF672
ENSG00000186222	BLOC1S4
ENSG00000118707	TGIF2
ENSG00000182162	P2RY8
ENSG00000068308	OTUD5
ENSG00000115419	GLS
ENSG00000108840	HDAC5
ENSG00000197965	MPZL1
ENSG00000072864	NDE1
ENSG00000185418	TARSL2
ENSG00000152484	USP12
ENSG00000105127	AKAP8
ENSG00000166888	STAT6
ENSG00000152904	GGPS1
ENSG00000015676	NUDCD3
ENSG00000186469	GNG2
ENSG00000174799	CEP135
ENSG00000171475	WIPF2
ENSG00000006712	PAF1
ENSG00000241058	NSUN6
ENSG00000185338	SOCS1
ENSG00000154889	MPPE1
ENSG00000107362	ABHD17B
ENSG00000151694	ADAM17
ENSG00000115761	NOL10
ENSG00000113583	C5orf15
ENSG00000113441	LNPEP
ENSG00000168056	LTBP3
ENSG00000125538	IL1B
ENSG00000100784	RPS6KA5
ENSG00000076685	NT5C2
ENSG00000100226	GTPBP1
ENSG00000143669	LYST
ENSG00000257815	LINC01481
ENSG00000213145	CRIP1
ENSG00000109670	FBXW7
ENSG00000090989	EXOC1
ENSG00000179743	FLJ37453
ENSG00000167578	RAB4B
ENSG00000065243	PKN2
ENSG00000144747	TMF1
ENSG00000105221	AKT2
ENSG00000198265	HELZ
ENSG00000054277	OPN3
ENSG00000081041	CXCL2
ENSG00000119720	NRDE2
ENSG00000185630	PBX1
ENSG00000198336	MYL4
ENSG00000139620	KANSL2
ENSG00000089916	GPATCH2L
ENSG00000133961	NUMB
ENSG00000131378	RFTN1
ENSG00000137509	PRCP
ENSG00000168300	PCMTD1
ENSG00000163728	TTC14
ENSG00000034677	RNF19A
ENSG00000277443	MARCKS
ENSG00000102125	TAZ
ENSG00000175895	PLEKHF2
ENSG00000131196	NFATC1
ENSG00000213462	ERV3-1
ENSG00000181722	ZBTB20
ENSG00000146232	NFKBIE
ENSG00000123636	BAZ2B
ENSG00000196704	AMZ2
ENSG00000104998	IL27RA
ENSG00000185404	SP140L
ENSG00000083799	CYLD
ENSG00000112511	PHF1
ENSG00000180389	ATP5EP2
ENSG00000170545	SMAGP
ENSG00000036257	CUL3
ENSG00000152492	CCDC50
ENSG00000163534	FCRL1
ENSG00000138764	CCNG2
ENSG00000101017	CD40
ENSG00000101290	CDS2
ENSG00000143924	EML4
ENSG00000110047	EHD1
ENSG00000114626	ABTB1
ENSG00000173960	UBXN2A
ENSG00000172349	IL16
ENSG00000211897	IGHG3
ENSG00000271869	RP11-51J9.5
ENSG00000126353	CCR7
ENSG00000104549	SQLE
ENSG00000122482	ZNF644
ENSG00000179639	FCER1A
ENSG00000166619	BLCAP
ENSG00000197943	PLCG2
ENSG00000135899	SP110
ENSG00000154978	VOPP1
ENSG00000115306	SPTBN1
ENSG00000178381	ZFAND2A
ENSG00000069966	GNB5
ENSG00000221968	FADS3
ENSG00000204642	HLA-F
ENSG00000102445	KIAA0226L
ENSG00000158201	ABHD3
ENSG00000108669	CYTH1
ENSG00000023902	PLEKHO1
ENSG00000104267	CA2
ENSG00000151657	KIN
ENSG00000179912	R3HDM2
ENSG00000170293	CMTM8
ENSG00000076604	TRAF4
ENSG00000159128	IFNGR2
ENSG00000156030	ELMSAN1
ENSG00000168216	LMBRD1
ENSG00000226179	LINC00685
ENSG00000135241	PNPLA8
ENSG00000239713	APOBEC3G
ENSG00000118308	LRMP
ENSG00000110777	POU2AF1
ENSG00000116191	RALGPS2
ENSG00000186517	ARHGAP30
ENSG00000149311	ATM
ENSG00000171606	ZNF274
ENSG00000120913	PDLIM2
ENSG00000076641	PAG1
ENSG00000184557	SOCS3
ENSG00000156675	RAB11FIP1
ENSG00000112343	TRIM38
ENSG00000183049	CAMK1D
ENSG00000077150	NFKB2
ENSG00000136051	KIAA1033
ENSG00000169413	RNASE6
ENSG00000185507	IRF7
ENSG00000147364	FBXO25
ENSG00000161544	CYGB
ENSG00000077984	CST7
ENSG00000065882	TBC1D1
ENSG00000162086	ZNF75A
ENSG00000005187	ACSM3
ENSG00000163191	S100A11
ENSG00000172932	ANKRD13D
ENSG00000165434	PGM2L1
ENSG00000137642	SORL1
ENSG00000186480	INSIG1
ENSG00000174749	C4orf32
ENSG00000197324	LRP10
ENSG00000267858	MZF1-AS1
ENSG00000168137	SETD5
ENSG00000139613	SMARCC2
ENSG00000107798	LIPA
ENSG00000154144	TBRG1
ENSG00000129353	SLC44A2
ENSG00000082068	WDR70
ENSG00000175215	CTDSP2
ENSG00000115760	BIRC6
ENSG00000070495	JMJD6
ENSG00000065615	CYB5R4
ENSG00000102401	ARMCX3
ENSG00000120910	PPP3CC
ENSG00000186063	AIDA
ENSG00000148773	MKI67
ENSG00000164308	ERAP2
ENSG00000114331	ACAP2
ENSG00000151135	TMEM263
ENSG00000119314	PTBP3
ENSG00000172613	RAD9A
ENSG00000188811	NHLRC3
ENSG00000141524	TMC6
ENSG00000197982	C1orf122
ENSG00000132965	ALOX5AP
ENSG00000125352	RNF113A
ENSG00000156232	WHAMM
ENSG00000100359	SGSM3
ENSG00000115649	CNPPD1
ENSG00000189060	H1F0
ENSG00000118482	PHF3
ENSG00000130813	C19orf66
ENSG00000075131	TIPIN
ENSG00000100325	ASCC2
ENSG00000154001	PPP2R5E
ENSG00000136436	CALCOCO2
ENSG00000182718	ANXA2
ENSG00000227500	SCAMP4
ENSG00000156603	MED19
ENSG00000136381	IREB2
ENSG00000145708	CRHBP
ENSG00000117676	RPS6KA1
ENSG00000100227	POLDIP3
ENSG00000143442	POGZ
ENSG00000114383	TUSC2
ENSG00000135218	CD36
ENSG00000167258	CDK12
ENSG00000072849	DERL2
ENSG00000103365	GGA2
ENSG00000198586	TLK1
ENSG00000164091	WDR82
ENSG00000065809	FAM107B
ENSG00000100280	AP1B1
ENSG00000145365	TIFA
ENSG00000071859	FAM50A
ENSG00000144218	AFF3
ENSG00000150347	ARID5B
ENSG00000158869	FCER1G
ENSG00000169385	RNASE2
ENSG00000173575	CHD2
ENSG00000167615	LENG8
ENSG00000060491	OGFR
ENSG00000132274	TRIM22
ENSG00000175309	PHYKPL
ENSG00000196998	WDR45
ENSG00000042980	ADAM28
ENSG00000109220	CHIC2
ENSG00000180628	PCGF5
ENSG00000138032	PPM1B
ENSG00000184164	CRELD2
ENSG00000125755	SYMPK
ENSG00000142192	APP
ENSG00000075711	DLG1
ENSG00000123106	CCDC91
ENSG00000082996	RNF13
ENSG00000131747	TOP2A
ENSG00000135968	GCC2
ENSG00000141298	SSH2
ENSG00000169057	MECP2
ENSG00000213928	IRF9
ENSG00000008128	CDK11A
ENSG00000105856	HBP1
ENSG00000136147	PHF11
ENSG00000105835	NAMPT
ENSG00000148700	ADD3
ENSG00000090863	GLG1
ENSG00000101160	CTSZ
ENSG00000173846	PLK3
ENSG00000115271	GCA
ENSG00000083454	P2RX5
ENSG00000110330	BIRC2
ENSG00000154102	C16orf74
ENSG00000143507	DUSP10
ENSG00000181852	RNF41
ENSG00000171681	ATF7IP
ENSG00000092330	TINF2
ENSG00000112182	BACH2
ENSG00000159958	TNFRSF13C
ENSG00000116584	ARHGEF2
ENSG00000165632	TAF3
ENSG00000074370	ATP2A3
ENSG00000068903	SIRT2
ENSG00000120885	CLU
ENSG00000136603	SKIL
ENSG00000213923	CSNK1E
ENSG00000139433	GLTP
ENSG00000124243	BCAS4
ENSG00000116731	PRDM2
ENSG00000152404	CWF19L2
ENSG00000179335	CLK3
ENSG00000080802	CNOT4
ENSG00000107099	DOCK8
ENSG00000173821	RNF213
ENSG00000112773	FAM46A
ENSG00000076984	MAP2K7
ENSG00000196937	FAM3C
ENSG00000197536	C5orf56
ENSG00000121064	SCPEP1
ENSG00000130203	APOE
ENSG00000136286	MYO1G
ENSG00000124762	CDKN1A
ENSG00000100982	PCIF1
ENSG00000165782	TMEM55B
ENSG00000233968	RP11-354E11.2
ENSG00000118260	CREB1
ENSG00000173818	ENDOV
ENSG00000133812	SBF2
ENSG00000059804	SLC2A3
ENSG00000100448	CTSG
ENSG00000164169	PRMT9
ENSG00000169499	PLEKHA2
ENSG00000185115	NSMCE3
ENSG00000197766	CFD
ENSG00000159884	CCDC107
ENSG00000139725	RHOF
ENSG00000080371	RAB21
ENSG00000251131	CTD-2035E11.3
ENSG00000185022	MAFF
ENSG00000177426	TGIF1
ENSG00000163617	CCDC191
ENSG00000118620	ZNF430
ENSG00000025708	TYMP
ENSG00000168394	TAP1
ENSG00000272211	RP11-347P5.1
ENSG00000055163	CYFIP2
ENSG00000177455	CD19
ENSG00000136560	TANK
ENSG00000164221	CCDC112
ENSG00000162894	FCMR
ENSG00000065413	ANKRD44
ENSG00000168310	IRF2
ENSG00000104859	CLASRP
ENSG00000104825	NFKBIB
ENSG00000114796	KLHL24
ENSG00000086619	ERO1B
ENSG00000148572	NRBF2
ENSG00000071564	TCF3
ENSG00000141232	TOB1
ENSG00000101901	ALG13
ENSG00000117318	ID3
ENSG00000175857	GAPT
ENSG00000109320	NFKB1
ENSG00000130348	QRSL1
ENSG00000184588	PDE4B
ENSG00000079950	STX7
ENSG00000213445	SIPA1
ENSG00000169429	CXCL8
ENSG00000076108	BAZ2A
ENSG00000142347	MYO1F
ENSG00000184205	TSPYL2
ENSG00000011600	TYROBP
ENSG00000105374	NKG7
ENSG00000232300	FAM215B
ENSG00000164330	EBF1
ENSG00000167186	COQ7
ENSG00000122122	SASH3
ENSG00000176788	BASP1
ENSG00000140398	NEIL1
ENSG00000009790	TRAF3IP3
ENSG00000095585	BLNK
ENSG00000213977	TAX1BP3
ENSG00000168675	LDLRAD4
ENSG00000133169	BEX1
ENSG00000112799	LY86
ENSG00000211772	TRBC2
ENSG00000213626	LBH
ENSG00000133789	SWAP70
ENSG00000168754	FAM178B
ENSG00000164463	CREBRF
ENSG00000137101	CD72
ENSG00000164691	TAGAP
ENSG00000183624	HMCES
ENSG00000184678	HIST2H2BE
ENSG00000151702	FLI1
ENSG00000032219	ARID4A
ENSG00000181218	HIST3H2A
ENSG00000132185	FCRLA
ENSG00000086589	RBM22
ENSG00000214756	METTL12
ENSG00000127824	TUBA4A
ENSG00000141480	ARRB2
ENSG00000172466	ZNF24
ENSG00000197579	TOPORS
ENSG00000144579	CTDSP1
ENSG00000130305	NSUN5
ENSG00000091542	ALKBH5
ENSG00000115464	USP34
ENSG00000163346	PBXIP1
ENSG00000141580	WDR45B
ENSG00000111530	CAND1
ENSG00000182473	EXOC7
ENSG00000184226	PCDH9
ENSG00000115756	HPCAL1
ENSG00000267855	NDUFA7
ENSG00000028310	BRD9
ENSG00000108961	RANGRF
ENSG00000116747	TROVE2
ENSG00000145734	BDP1
ENSG00000139746	RBM26
ENSG00000066654	THUMPD1
ENSG00000005961	ITGA2B
ENSG00000148180	GSN
ENSG00000235169	SMIM1
ENSG00000011243	AKAP8L
ENSG00000031698	SARS
ENSG00000282988	RP1-34B20.21
ENSG00000122986	HVCN1
ENSG00000136986	DERL1
ENSG00000107902	LHPP
ENSG00000172086	KRCC1
ENSG00000171862	PTEN
ENSG00000174891	RSRC1
ENSG00000126709	IFI6
ENSG00000102145	GATA1
ENSG00000173020	ADRBK1
ENSG00000270022	RNU12
ENSG00000171867	PRNP
ENSG00000183971	NPW
ENSG00000177666	PNPLA2
ENSG00000102096	PIM2
ENSG00000157191	NECAP2
ENSG00000047579	DTNBP1
ENSG00000180448	HMHA1
ENSG00000164713	BRI3
ENSG00000213015	ZNF580
ENSG00000170881	RNF139
ENSG00000197971	MBP
ENSG00000272886	DCP1A
ENSG00000242086	LINC00969
ENSG00000281649	EBLN3
ENSG00000124659	TBCC
ENSG00000218739	CEBPZOS
ENSG00000135250	SRPK2
ENSG00000160201	U2AF1
ENSG00000132819	RBM38
ENSG00000114446	IFT57
ENSG00000163683	SMIM14
ENSG00000101193	GID8
ENSG00000123338	NCKAP1L
ENSG00000140280	LYSMD2
ENSG00000182149	IST1
ENSG00000221914	PPP2R2A
ENSG00000179348	GATA2
ENSG00000197976	AKAP17A
ENSG00000204619	PPP1R11
ENSG00000107968	MAP3K8
ENSG00000160310	PRMT2
ENSG00000089351	GRAMD1A
ENSG00000189241	TSPYL1
ENSG00000141504	SAT2
ENSG00000010278	CD9
ENSG00000274265	CH17-189H20.1
ENSG00000162236	STX5
ENSG00000253738	OTUD6B-AS1
ENSG00000116539	ASH1L
ENSG00000104921	FCER2
ENSG00000119820	YIPF4
ENSG00000153922	CHD1
ENSG00000069493	CLEC2D
ENSG00000114062	UBE3A
ENSG00000138964	PARVG
ENSG00000083937	CHMP2B
ENSG00000256235	SMIM3
ENSG00000136717	BIN1
ENSG00000168438	CDC40
ENSG00000160908	ZNF394
ENSG00000198399	ITSN2
ENSG00000153064	BANK1
ENSG00000003756	RBM5
ENSG00000167641	PPP1R14A
ENSG00000105610	KLF1
ENSG00000162772	ATF3
ENSG00000138867	GUCD1
ENSG00000197747	S100A10
ENSG00000180096	SEPT1
ENSG00000105643	ARRDC2
ENSG00000078304	PPP2R5C
ENSG00000180573	HIST1H2AC
ENSG00000163320	CGGBP1
ENSG00000101224	CDC25B
ENSG00000081059	TCF7
ENSG00000156110	ADK
ENSG00000126653	NSRP1
ENSG00000077238	IL4R
ENSG00000143878	RHOB
ENSG00000111371	SLC38A1
ENSG00000136280	CCM2
ENSG00000166428	PLD4
ENSG00000173875	ZNF791
ENSG00000196415	PRTN3
ENSG00000160255	ITGB2
ENSG00000119865	CNRIP1
ENSG00000164327	RICTOR
ENSG00000186566	GPATCH8
ENSG00000198055	GRK6
ENSG00000077454	LRCH4
ENSG00000172216	CEBPB
